State,City,Hospital / Private,Category,Systems of Medicine,Contact Details,Area Pin Code,Email address,Website link,Specializations,Services
Kerala,Modakkallur,Malabar Medical College,Public,Allopathic,"Malabar Medical College,Modakkallur, P.O Atholi(Via), Kozhikode(Dist), Kerala, Phone- (0496) 2701666, 2701667, 2701668",673321,NA,www.mmccalicut.com/,NA,NA
Kerala,Palakkad,Karuna Medical College,Public,Allopathic,"Karuna Medical College, Vilayodi, Chittur, Palakkad, Kerala, Phone- (04923) 221050, 221794",678103,NA,www.karunamedicalcollege.edu.in,NA,NA
Kerala,Pathanamthitta,General Hospital Adoor,Public,Allopathic,"Superintendent GH Adoor, P.O Pathanamthitta, Kerala, Phone- (04734) 223236,",691523,gshadoor@gmail.com,NA,"Dental,Ent, Gynaecology, Orthopedics, Pediatrics,Surgery","Ecg, Ultra- sonographyX-ray, AmbulanceBlood bank / Blood storage, 24 hr causality, haematology"
Kerala,Perintalmanna,M.E.S Medical College,Public,Allopathic,"MES Medical College, Palachode Po, Malaparamba , Kolathur, Via Perinthalmanna, Malappuram,Kerala, Phone- (04933) 258305",679322,NA,www.mesams.com/,NA,NA
Kerala,Thiruvalla,Pushpagiri Medical College,Private,Allopathic,"Pushpagiri Group of Institutions Thiruvalla, Kerala, Phone-(0469) 2700755",689101,NA,www.pushpagiri.in/,NA,NA
Kerala,Thiruvananthapuram,"Government Medical College, Thiruvananthapuram",Public,Allopathic,"Trivandrum Medical College, Medical College PO, Thiruvananthapuram, Kerala, Phone- (0471) 2528386",695011,NA,www.tmc.kerala.gov.in,NA,NA
Kerala,Thrissur,"Government Medical College, Thrissur",Public,Allopathic,"Mulamkunnathukavu, Kerala, Phone- (0487) 2201355",680596,NA,www.mctcr.edu.in,NA,NA
Kerala,Thrissur,Jubilee Mission Medical College and Research Centre,Public,Allopathic,"Trichur-Palghat Road, Thrissur, Kerala, Phone- (0487) 2432200, 2421650",680005,NA,www.jubileemissionmedicalcollege.org,NA,NA
Kerala,Thrissur,Amala Institute of Medical Sciences,Public,Allopathic,"Amala Medical CollegeAmala Nagar ,Thrissur, Kerala, Phone- (0487) 2304000, 2304116",680555,NA,www.amalaims.org,NA,NA
Kerala,Venjaramoodu,Sree Gokulam Medical College and Research Foundation,Public,Allopathic,"Sree Gokulam Medical College, Venjaramoodu, P.O-Trivandrum, Kerala, Phone- (0472) 3041234, 3041000",695607,NA,www.sgmc.in,NA,NA
Lakshadweep,Kavaratti,"IG Hospital, Kavaratti",Public,Allopathic,"Indira Gandhi Hospital, Kavaratti, Lakshadweep,Kerala, Phone- (04896) 262240, Fax- (04896) 262794",262240,lk-igh@nic.in,http://lakshadweep.nic.in/ISLAND_web/kavaratti/MedicalHealth.html,"Cardiology, Eye, ENT, Dental Surgery General , Medicine General, Surgery, Obstetrics& Gynaecology","Intensive Care Unit (ICU), OPD Service, Telemedicine, X-ray , Electro Cardio Gram (ECG), Ultra Sound Scanning (USS), Clinical Laboratory,"
Madhya Pradesh,Indore,Bombay Hospital,Private,Allopathic,"Ring Road, Indore, Madhya Pradesh , Phone -(0731) 4077000, 4001713",452010,NA,www.bombayhospitalindore.com,"Cardiology Urology , Cardiac Surgery Cancer, Surgery , Neurology , Ophthalmology , Neurosurgery Surgical , Gastro-enterologist, General Medicine ENT, General Surgery ICU , Gastro Enterologist CT / MRI, Nephrology Pathology, Orthopedics Radiology, Pediatrics , Physiotherapy , Gynaecology & Obstratics, Plastic & Cosmetic surgery , Bariatric/Diabetes Surgeries ,","Audiology , Colposcopy ,  CT Scan EEG, EMG ,  Echocardiography , GI Endoscopy ,  Histopathology, Holter Monitoring,  MRI Pathology/ Blood Bank ,  Pulmonary , Function Lab, Uro Dynamic studies ,  Ultrasound, X-ray"
Madhya Pradesh,Indore,CHL Hospitals,Private,Allopathic,"A.B.Road, Near L.I.G Square, Indore, Madhya Pradesh, Phone- (0731) 662222, 2549090",452008,info@chlhospitals.com,www.chlhospitals.com,"Anesthesiology , Cardiology,  Cardiothoracic Surgery,  Cardiovascular Surgery,  Chest Physician,  Critical Care,  Dentistry,  Dermatology,  Endocrinology,  ENT,  Gastro Surgery,  Gastroenterology,  General Medicine,  Gynaecology,  haematology,  Internal Medicine,  Laparoscopic Surgery,  Maxillofacial Surgery,  Nephrology,  Neurology,  Oncology,  Ophthalmology,  Orthopedics,  Pathology,  Pediatrics,  Physiotherapy,  Plastic Surgery,  Plastic Surgery & Cosmetic Surgery,  Psychiatry,  Pulmonology,  Radio-Diagnosis,  Radiology,  Reproductive Medicine,  Spine Surgery , Urology,  Vascular Surgery","Endoscopy Unit., EEG and 24 hours , Video EEG Monitoring, EMG Investigation with high-tech EMG Equipment, An In House Kitchen with qualified Dietician, 24 hours Pharmacy , Services and Chemist Shop., 24 hours CT scan,MRI and X-Ray Services.24 hours Blood Bank and Component Therapy.24 hours Pathology (NABL approved)Services.24 hours services of well equipped Ambulance."
Madhya Pradesh,Indore,Vishesh Hospital,Private,Allopathic,"Near Geeta Bhawan Chouraha, A.B.Road, Indore, Madhya Pradesh, Phone- (0731) 4238111",452001,vishesh@visheshhospital.com,www.vishesh.com,"Cardiology,  Endoscopy,  ENT and Head & Neck Surgery,  Gastrointestinal Surgery,  Joint Replacement Surgery,  Neuro Surgery,  Pathology,  Physiotherapy,  Pulmonology,  Radiology","ICU, Emergency Service, Blood Bank, Ambulance"
Madhya Pradesh,Indore,Gokuldas Hospital,Private,Allopathic,"Sarju Prasad Marg, Indore, Madhya Pradesh, Phone- (0731) 2519212-18",452001,info@gokuldashospital.org,www.gokuldashospital.com,"Cardiology,  Critical Care,  Dentistry,  Dermatology,  Endocrinology,  ENT,  Gastroenterology,  Gastrointestinal Surgery,  General & Laparoscopic Surgery,  Laparoscopic Surgery,  Neuro Surgery,  Obstetricsand Gynaecology,  Oncology,  Ophthalmology,  Orthopedics,  Pathology,  Pediatrics,  Physiotherapy,  Psychiatry,  Radiology,  Urology","ICU, Blood Bank, Ambulance, Emergency"
Madhya Pradesh,Indore,Choithram Hospital and Research Centre,Private,Allopathic,"Manik Bagh Road, Indore, Madhya Pradesh, Phone- (0731) 2362491, 4206750",452014,medicine@choithram.org,www.choithram.org,"Cardiology,  Cardiothoracic Surgery,  Cardiovascular Surgery,  Dentistry,  Dermatology,  ENT,  Gastrology,  General Medicine,  General Surgery,  Nephrology,  Neurology,  Obstetricsand Gynaecology, Oncology,  Ophthalmology,  Orthopedics,  Pediatrics,  Plastic Surgery,  Psychiatry,  Reproductive Medicine,  Urology","Emergency Service,"
Madhya Pradesh,Indore,Sahaj Hospital,Private,Allopathic,"South Tukogani, Near manas Bhawan, Indore, Madhya Pradesh, Phone- (0731) 2510200, 2529723",452001,hope.vinod@gmail.com,www.sahajhospitals.com,"Arthroscopy,  Bariatric Surgery,  Fetal Medicine,  General Surgery,  Gynaecology,  Laparoscopic Surgery,  Urology","Remote operared Electrical Bed, Emergency"
Madhya Pradesh,Indore,Beams Hospitals,Private,Allopathic,"15/2 South Tukoganj, Near Surya Hotel, Indore, Madhya Pradesh, Phone- (0731) 3941770",452001,NA,www.beamshospitals.com,"Anesthesiology,  Arthroscopy,  General Surgery,  Gynaecology,  Minimal Access Surgery,  Obstetrics Emergency,  Obstetrics and Gynaecology,  Urology","Blood Bank ,OPD,X-Ray, Emergency"
Madhya Pradesh,Indore,Arihant Hospital and Research Center,Private,Allopathic,"Situated in 283 - A, Gumasta Nagar, Indore, Madhya Pradesh, Phone- (0731) 2785172, 2785174",452009,info@arihanthospital.com,www.arihanthospital.com,"Cardiology Dentistry Dermatology,  ENT,  Gastroenterology,  General Surgery,  Nephrology,  Neuro Surgery,  Neurology,  Obstetrics and Gynaecology,  Ophthalmology,  Orthopedics,  Pediatrics,  Physiotherapy,  Plastic Surgery,  Urology","ECG, Laboratory, Ultra Sound Scan, X-ray, OPD Services, Blood Bank"
Madhya Pradesh,Indore,Suyash Hospital,Private,Allopathic,"Opposite M.G.M Medical college, A.B.Road, Indore, Madhya Pradesh, Phone- (0731) 2493911, Emergency: (0731) 2493918",452017,NA,www.suyash.com,"Bio-Chemistry,  Endoscopy,  haematology,  Micro-Biology,  Physiotherapy,  Radiology","Ambulance, Emergency, Pharmacy, Operation Theaters, Intensive Care Unit, Blood Bank"
Madhya Pradesh,Indore,Rajshree Hospitals,Private,Allopathic,"Scheme No. 74 C, Sector D, Vijay Nagar, Indore, Madhya Pradesh, Phone- (0731) 2445566, 2445522, Emergency: (0731) 2445555",452010,info@rhrc.in,www.rajshreehospitals.com,"Anesthesiology,  Cardiology,  Cardiothoracic Surgery,  Cardiovascular Surgery,  Cosmetic Surgery,  Cosmetology,  Dentistry,  Dermatology,  ENT,  Gastroenterology,  General & Laparoscopic Surgery,  Joint Replacement Surgery,  Neonatology,  Neuro Surgery,  Neurology,  Obstetrics and Gynaecology,  Ophthalmology,  Orthopedics,  Pain Management,  Pediatrics,  Sports Medicine,  Surgical Gastroenterology,  Traumatology,  Vascular Surgery","Emergency Room, Laboratory services, Pharmacy, Radiology, Ambulance Service, Blood Bank"
Madhya Pradesh,Indore,Dr. Hardia Eye Hospital,Private,Allopathic,"69, Hardia Compound , Indore, Madhya Pradesh, Phone- (0731) 2705351, 2705407",452001,rajeevhardia@yahoo.co.in,www.drrajeevhardia.com,Ophthalmology,"Cataract + IOL, Surgery by Phaco Emulsification, Refractive Surgery by Lasik, Photo Refractive , Keratotomy (PRK) Photo Thermal, Keratotomy (PTK)Glaucoma, Squints, Keratoplasty,"
Madhya Pradesh,Indore,Varma Union Hospital,Private,Allopathic,"Dhar Road , Opp. Kastur cinema, Indore, Madhya Pradesh, Phone- (0731) 2380609, 4022000, Emergency: (0731) 4056651",452002,info@varmaunionhospital.com,www.varmaunionhospital.com,"Anesthesiology ,  Dentistry,  ENT,  General Medicine,  General Surgery,  Maxillofacial Surgery,  Neuro Surgery,  Obstetrics and Gynaecology,  Oral Surgery,  Orthopedics,  Pathology,  Physiotherapy,  Plastic Surgery,  Radiology,  Urology,  Vascular Surgery","ICU,CCU,Blood Bank,X-Ray"
Madhya Pradesh,Indore,Mohak Hitech Speciality Hospital,Private,Allopathic,"Sri Aurobindo Institute of Campus, Near M R 10 Crossing, Sanwer Road, Indore Ujjain State Highway, Indore, Madhya Pradesh, Phone- (0731) 4231700",452015,NA,www.mohakhitechhospital.org,"Bariatric & Metabolic Surgery,  Cardiology,  Gastroenterology,  IVF & Infertility,  Laparoscopic Surgery,  Nephrology,  Oncology,  Ophthalmology,  Orthopedics  Surgical Oncology,  Urology",NA
Madhya Pradesh,Indore,Gurjar Hospital & Endoscopy Centre,Private,Allopathic,"2/3, Sheme No - 44, A . B .Road, Bhanwarkua Square, Indore, Madhya Pradesh, Phone- (0731) 2363716, 2363717",452001,info@gurjarhospital.com,www.gurjarhospital.com,"ENT,  Gastroenterology,  Internal Medicine,  Laparoscopic Surgery,  Obstetrics and Gynaecology,  Orthopedics,  Orthopedics & Traumatology,  Pediatrics,  Physiotherapy,  Psychiatry,  Surgical Gastroenterology,  Urology","ERCP, ICU, PICU & NICU,  X-Ray unit, Orthopedic & Trauma Center, Operation theater"
Madhya Pradesh,Indore,Gurjar Hospital & Endoscopy Centre,Private,Allopathic,"102, Silver Sanchora Castle, Opposite Indore University, Behind Modi Petrol Pump, R N T Marg, Indore, Madhya Pradesh, Phone- (0731) 2519922, 2529921",452001,visioncentreindore@gmail.com,www.visioncentreindore.com,Ophthalmology,"Yag Laser, Green Laser, Digital Fundus Camera, Oct, Autorefractometer, Autorefractometer, A Scan Bio meter, Phacoemulsification System, Vitrectomy Unit, Laser DCR, Optical Counters, Operating Microscope, Operation Theatre"
Madhya Pradesh,Indore,Greater Kailash Hospital,Private,Allopathic,"11/2, Old Palasia, Indore, Madhya Pradesh, Phone- (0731) 6633333, 4051160, Emergency: (0731) 4091515",452018,data@gkh.co.in,http://www.parkhya.in/gkh/,"Cardiology,  Cardiothoracic Surgery,  Critical Care,  Dentistry & Maxillofacial Surgery,  Dermatology,  Diabetology, Endocrinology,  ENT,  Gastroenterology,  Gastrointestinal Surgery,  Joint Replacement Surgery,  Laboratory Medicine,  Maxillofacial Surgery,  Nephrology,  Neurology,  Obstetricsand Gynaecology,  Oncology,  Ophthalmology,  Orthopedics,  Pediatric Surgery,  Pediatrics,  Plastic Surgery & Cosmetic Surgery,  Pulmonology,  Radiology,  Transfusion Medicine","CT scan, Pharmacy, Ambulance Facilities, Sonography, Colour Doppler, Mammography, X - Ray, OPG, ECG, 2D Echo, TMT, Holter Monitor, EEG, B scan, Cafeteria"
Madhya Pradesh,Indore,Sri Auriboindo Institute of Medical Sciences,Private,Allopathic,"Indore Ujjain State Highway, Near MR 10 Crossing, Indore, Madhya Pradesh, Phone- (0731) 4231000",453111,help@saimsonline.com,www.saimsonline.com,"Bio-Chemistry,  ENT,  Gastroenterology,  Micro-Biology,  Obstetrics and Gynaecology,  Ophthalmology,  Orthopedics,  Pathology,  Pediatric Surgery,  Pediatrics,  Surgical Oncology","C.T. Scan , Emergency, ICCU on Wheels ,  Health Check Ups , Health Check Ups"
Madhya Pradesh,Indore,Indore Eye Hospital,Private,Allopathic,"Behind Gangwal Bus stand, Dhar road, M.O.G. Lines, Indore, Madhya Pradesh, Phone- (0731) 4044983, 09893612525",452001,info@indoreeyehospital.org,www.indoreeyehospital.org,Ophthalmology,"LID Surgery,  Glaucoma Surgery, Squint Surgery, Vitreoretinal Surgery, Oculoplastics Surgery, Endonasal D.C.R. Surgery, Y.A.G. Laser Surgery, Green Laser , Surgery in Diabetes"
Madhya Pradesh,Indore,Aadya Hospital,Private,Allopathic,"Aadya Hospital, Indore, Madhya Pradesh, Phone- (0727) 432310",452001,NA,www.aadyahospital.com,"Cardiology,  Diabetology,  General Surgery,  Gynaecology,  Pathology,  Radiology,  Sonology","Pathology,  Sonography,  Cardiology,  Radiology,  Surgical , Specialities,  Medical Specialities,  24X7 Emergency"
Madhya Pradesh,Indore,Synergy Hospital,Private,Allopathic,"Vijay Nagar, Indore, Madhya Pradesh, Phone- (0731) 2550400",452010,NA,www.thesynergyhospital.com,"Bariatric Surgery,  Cardiology,  Cardiovascular Surgery,  Critical Care,  Dentistry,  Dietetics,  Endocrinology,  ENT,  ENT and Head & Neck Surgery,  Gastroenterology,  Gastrointestinal Surgery,  Internal Medicine,  Joint Replacement Surgery,  Laparoscopic Surgery,  Neonatology,  Nephrology,  Neuro Surgery,  Neurology,  Oncology,  Ophthalmology,  Pathology,  Pediatric Surgery,  Pediatrics,  Physiotherapy,  Plastic Surgery & Cosmetic Surgery,  Psychiatry,  Traumatology,  Urology,  UroSurgery","40 Bedded ICUSuper Delux,Delux,Private,Twin Sharing & Multibedded RoomsPICU / NICU10 Bedded High Dependency Unit, 5 Major Modular &Steel OT , Operation Theaters1 Minor Operation Theatre, Well Equipped Labour Room, Microscopic &Endoscopic neurosurgery"
Madhya Pradesh,Indore,Sai Shraddha Cosmetic Clinic,Private,Allopathic,"102 Pawan Apartments, Near CHL Apollo Hospital, Phadnis Colony, Indore, Madhya Pradesh,Phone-09303134497, 09425113235",452007,shrivastavaamitabh@yahoo.co.in,www.saicosmetics.com,"Cosmetic Surgery,  Cosmetology",NA
Madhya Pradesh,Indore,Life Line Hospital,Private,Allopathic,"14, Anoop Nagar, A.B. Road, M.I.G. Circle, Indore, Madhya Pradesh, Phone- (0731) 2575611, 2575612, 3012611",452008,kalim.chara@gmail.com,www.lifelinehospitalindore.com,"ENT, ,  General Surgery Gynaecology,  Obesity,  Oral Surgery,  Pain Management,  Pediatric Surgery,  Plastic Surgery & Cosmetic Surgery,  Reconstructive Surgery","X-Ray Services, Sonography, Medical Shop, Cafeteria, S.T.D., P.C.O, Emergency Cure , for Accident & Factures, Computerised Pathology , Laboratory"
Madhya Pradesh,Indore,Life Care Hospital,Private,Allopathic,"Scheme No. 78, Vijay Nagar, Indore, Madhya Pradesh, Phone- (0731) 4219999, 08006036035, 2444444",452010,admin@lifecarehospital.co.in,www.lifecarehospital.co.in,"Bariatric Surgery,  Endoscopy,  General Surgery,  Gynaecology,  IVF & Infertility,  Joint Replacement Surgery,  Laparoscopic Surgery,  Neuro Surgery,  Pathology,  Pediatric Surgery,  Physiotherapy,  Plastic Surgery,  Surgical Oncology,","Advanced Operation Theater, General Ward (Male & Female), Private Ward, Semi Private Ward, Super Deluxe Ward, ICU, NICU, Ambulance,"
Madhya Pradesh,Indore,Medicare Hospital & Research Centre,Private,Allopathic,"4/5, Old Palasia, Ravindra Nagar, Indore, Madhya Pradesh, Phone- (0731) 4271600, 2490577, 2492621, 4065616",452001,"medicarehospitalindore@gmail.com , lahotimedicarepvtltd@gmail.com",www.medicarehospital.co.in,"Chest Physician,  Dentistry & Maxillofacial Surgery,  Dermatology,  ENT,  General & Laparoscopic Surgery,  General Surgery,  Gynaecology,  haematology,  Holistic Medicine,  Nephrology,  Neurology,  Oncology,  Ophthalmology,  Orthopedics,  Pediatric Surgery,  Physiotherapy,  Plastic Surgery & Cosmetic Surgery,  Psychiatry,  Urology",NA
Madhya Pradesh,Indore,CHL CBCC Cancer Center,Private,Allopathic,"142 Phadnis Colon, A.B. Road, Indore, Madhya Pradesh, Phone- (0731) 6621111, 2549090, Emergency: (0731) 6621111, Helpline: (0731) 6622222",452008,info@chlhospitals.com,http://www.chlhospitals.com/,Oncology,"225 bedded hospital (inclusive ICU, PICU, NICU,SD-ICU Post Operative Recovery Beds and Casualty Wing).40 OPD Chambers.100 Consultants & 300 nursing staff.38 Bedded Intensive Care Unit.10 Bedded Step Down ICU.10 Bedded Pediatric and Neonatal Intensive Care Unit.7 Operation Theaters (inclusive of Gynaec, Obstetrics OT)6 Post Operative Recovery Beds.4 Super Deluxe Room with Internet enabled Desktop PC.1 Labor Room and 1 Post Labor Room.24 Hours, 4 Bedded Casualty Wing.New Generation Cardiac Catheterization Lab with EPS facility64-slice CT Scanner (Coronary CT Angiography in 5 cardiac beats with high sensitivity)Centralized Oxygen and Suction.Dialysis Unit.Endoscopy Unit.EEG and 24 hours Video EEG MonitoringEMG Investigation with high-tech EMG EquipmentAn In House Kitchen with qualified Dietician24 hours Pharmacy Services and Chemist Shop.24 hours CT scan,MRI and X-Ray Services.24 hours Blood Bank and Component Therapy.24 hours Pathology (NABL approved)Services.24 hours services of well equipped Ambulance.Incineration Unit/ Sewage Treatment Plant / MSW Development.Walk in Clinic.Innovative Health Check Up plans, like CPBS (Cardiac Patients Benefit Scheme).Immunization Program for children.Ante Natal Clinic.Trained Nursing Staff.Trained Bio-Medical Engineers.High-tech IT infrastructure includes latest computer systems with integrated Hospital Management System, Global connectivity by Internet and Intranet networks."
Madhya Pradesh,Indore,Unique Hospital,Private,Allopathic,"715 - 716 Vijay Syndicatee, Annapurna Main Road, Indore, Madhya Pradesh, Phone- (0731) 4099224, 4099225, 2799881",452009,drpramodpneema@yahoo.com,www.drneema.com,"Joint Replacement Surgery, Orthopedic Surgery,  Orthopedics","Operation Theatre, CAS, ICU, Pharmacy, C.T. Scan, X - Ray"
Madhya Pradesh,Indore,Medisquare Hospital,Private,Allopathic,"9, Vishnupuri, A.B. Road, Bhanwarkua Square, Indore, Madhya Pradesh, Phone- (0731) 4004111, 09303212341",452001,info@medisquarehospital.com,www.medisquarehospital.com,"Joint Replacement Surgery,  Spine Surgery","For emergency & Trauma – 2, For Casualty – 1, Trained nursing and paramedical staff, Medical Shop 24 X 7, Cafeteria 24 X 7, S.T.D., P.C.O. 24 X 7, Parking, Generator back-up, ready 24 X 7, They have an equipped Ambulance with one qualified Doctor, Nurse with paramedical staff and driver for 24 hours VentilatorDefibrillator & Central Monitoring System Emergency resuscitation kitEPABX system for proper communication."
